"serial" "s1gender" "ethsfr" "famsec" "s1pared" "s1expel" "s1truan" "s1weight" "s1peta2" "gcsepts" "graddsci" "satdsci" "gradfren" "satfren" "gradit" "satit" "gradphys" "satphys" "gradchem" "satchem" "gradbiol" "satbiol" "gradmath" "satmath" "gradeng" "sateng" "pcschtype"
"10256" 249698 "Female" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.90359707138164 "5+ D-G" 31 "D" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Comprehensive 18"
"10257" 249706 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Persistant truancy" 1.64647460470774 "1-4 A*-C" 32 "Fail" "No" "E" "Yes" NA "No" "E" "Yes" "E" "Yes" "E" "Yes" "E" "Yes" "C" "Yes" "Comprehensive 18"
"10258" 249763 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 83.5 "Fail" "No" "C" "Yes" NA "No" "C" "Yes" "C" "Yes" "B" "Yes" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10259" 249789 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 34.5 "D" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10260" 249847 "Male" "White" "Semi routine and routine occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.80481134149458 "1-4 A*-C" 36 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10261" 249904 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 32 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10262" 249946 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 56 "A" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10263" 249961 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.1384513132444 "5+ A*-C" 60 "Fail" "No" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10264" 249979 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Suspended" "No truancy" 1.80481134149458 "1-4 A*-C" 34 "C" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"10265" 249987 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 65 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10266" 250001 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 73 "B" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10267" 250019 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.59596687246743 "None" 0 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" "Comprehensive 18"
"10268" 250043 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.42419614940262 "5+ A*-C" 48 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Comprehensive 18"
"10269" 250076 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Suspended" "Occasional truancy" 1.80481134149458 "1-4 A*-C" 24.5 "E" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "F" "Yes" "Comprehensive 18"
"10270" 250084 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 79 "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A*" "Yes" "Comprehensive 18"
"10271" 250100 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.917524929520281 "5+ A*-C" 53 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"10272" 250118 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 1.33232922330897 "5+ A*-C" 48 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"10273" 250134 "Male" "Other Asian (inc Chinese)" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 59 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10274" 250142 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Suspended" "Occasional truancy" 1.33232922330897 "5+ A*-C" 47 "C" "Yes" NA "No" "C" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"10275" 250167 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.33232922330897 "5+ A*-C" 45 "C" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"10276" 250183 "Male" NA "Other" "Neither parent with A-level" NA NA 1.1384513132444 "5+ A*-C" 65 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10277" 250191 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 76 "A*" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A*" "Yes" "Comprehensive 18"
"10278" 250217 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.58375177118275 "5+ D-G" 17 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Comprehensive 18"
"10279" 250225 "Female" "Other ethnic group(inc mixed)" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.58375177118275 "5+ D-G" 18 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "F" "Yes" "Comprehensive 18"
"10280" 250316 "Female" "White" "Other" "At least one parent with A-level" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 55 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10281" 250332 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Suspended" "Occasional truancy" 0.694444819207367 "5+ A*-C" 44 "C" "Yes" "E" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10282" 250381 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 1.04865021849333 "1-4 A*-C" 38 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"10283" 250399 "Female" "Other ethnic group(inc mixed)" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.04865021849333 "1-4 A*-C" 32 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 18"
"10284" 250407 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 53 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10285" 250431 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.972350206936665 "5+ A*-C" 45 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10286" 250449 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Persistant truancy" 2.23746096652864 "None" 0 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "Fail" "Yes" NA "No" "Comprehensive 18"
"10287" 250464 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 56 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Grammar"
"10288" 250480 "Female" "Other ethnic group(inc mixed)" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 66 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Grammar"
"10289" 250498 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.736719067914086 "5+ A*-C" 77 "Fail" "No" "A*" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "Grammar"
"10290" 250506 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 77 "Fail" "No" "A*" "Yes" NA "No" "A" "Yes" "A*" "Yes" "A*" "Yes" "A" "Yes" "A*" "Yes" "Grammar"
"10291" 250522 "Male" "Other ethnic group(inc mixed)" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.22148907610954 "5+ A*-C" 78 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A*" "Yes" "Grammar"
"10292" 250530 "Male" "White" "Other" "At least one parent with degree" "Not excluded" "No truancy" 1.37730898277476 "5+ A*-C" 51 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Grammar"
"10293" 250555 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.37730898277476 "5+ A*-C" 44 "B" "Yes" NA "No" "B" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Grammar"
"10294" 250571 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.22148907610954 "5+ A*-C" 54 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Grammar"
"10295" 250597 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.22148907610954 "5+ A*-C" 78 "A*" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A*" "Yes" "A*" "Yes" "Grammar"
"10296" 250605 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 81 "Fail" "No" "A" "Yes" NA "No" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A*" "Yes" "A" "Yes" "Grammar"
"10297" 250613 "Female" "White" "Lower supervisory occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 79 "Fail" "No" "A" "Yes" NA "No" "A*" "Yes" "A" "Yes" "A*" "Yes" "A" "Yes" "A" "Yes" "Grammar"
"10298" 250621 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 74.5 "Fail" "No" "B" "Yes" NA "No" "A" "Yes" "A" "Yes" "A*" "Yes" "A" "Yes" "A" "Yes" "Grammar"
"10299" 250639 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 59.5 "A*" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Grammar"
"10300" 250647 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 54.5 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Grammar"
"10301" 250654 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 65.5 "Fail" "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "Grammar"
"10302" 250662 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 64.5 "A*" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A*" "Yes" "Grammar"
"10303" 250688 "Female" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 61.5 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Grammar"
"10304" 250696 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.18378214573043 "5+ A*-C" 50.5 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Grammar"
"10305" 250720 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.736719067914086 "5+ A*-C" 63 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Grammar"
"10306" 250738 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.736719067914086 "5+ A*-C" 65.5 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Grammar"
"10307" 250779 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 67.5 "B" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Grammar"
"10308" 250787 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 80 "Fail" "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "A*" "Yes" "A" "Yes" "Grammar"
"10309" 250795 "Female" "Black" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 70.5 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Grammar"
"10310" 250803 "Female" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.736719067914086 "5+ A*-C" 79 "Fail" "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "A*" "Yes" "Grammar"
"10311" 250811 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 60.5 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Modern"
"10312" 250829 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.10062046771783 "5+ D-G" 12 "F" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "F" "Yes" "Modern"
"10313" 250852 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 2.10062046771783 "5+ D-G" 19.5 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "F" "Yes" "Modern"
"10314" 250878 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 69.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Modern"
"10315" 250936 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.993475192237992 "5+ A*-C" 50 "C" "Yes" "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Modern"
"10316" 250944 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 1.46983890690023 "1-4 A*-C" 36 "E" "Yes" "F" "Yes" "F" "Yes" NA "No" NA "No" NA "No" "D" "Yes" "E" "Yes" "Modern"
"10317" 251009 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.972350206936665 "5+ A*-C" 46.5 "C" "Yes" "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Modern"
"10318" 251041 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 68 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Grammar"
"10319" 251058 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 84.5 "Fail" "No" "A*" "Yes" NA "No" "A" "Yes" "A*" "Yes" "A" "Yes" "A" "Yes" "A*" "Yes" "Grammar"
"10320" 251066 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 60.5 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Grammar"
"10321" 251074 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 74 "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A*" "Yes" "Grammar"
"10322" 251082 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 64 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Grammar"
"10323" 251090 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.736719067914086 "5+ A*-C" 75.5 "Fail" "No" "B" "Yes" NA "No" "B" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "Grammar"
"10324" 251116 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.694444819207367 "5+ A*-C" 64 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Modern"
"10325" 251132 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 57 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Modern"
"10326" 251215 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.694444819207367 "5+ A*-C" 51 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Modern"
"10327" 251223 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.46983890690023 "1-4 A*-C" 30 "D" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "F" "Yes" "Modern"
"10328" 251249 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 65 "A" "Yes" "A" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Grammar"
"10329" 251256 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 80 "A*" "Yes" "A*" "Yes" "A*" "Yes" NA "No" NA "No" NA "No" "A*" "Yes" "A*" "Yes" "Grammar"
"10330" 251264 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.736719067914086 "5+ A*-C" 50 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Grammar"
"10331" 251298 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 0.736719067914086 "5+ A*-C" 52 "B" "Yes" NA "No" "A" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Grammar"
"10332" 251363 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.993475192237992 "5+ A*-C" 49.5 "B" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Modern"
"10333" 251389 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.760554096581895 "5+ A*-C" 50.5 "B" "Yes" NA "No" "B" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Modern"
